problem,dim,f,normg,iteration,fevals,gevals,success,stopping_criteria
SPIN2LS,102,6.41673782263111,26.71847303723877,1000,1103,201,False,Max iteration
QING,100,89.87937598787396,557.4513441513722,1000,1101,201,False,Max iteration
LUKSAN21LS,100,96.06454622027952,4.075435767583233,1000,1101,201,False,Max iteration
VANDANMSLS,22,11.709034102834107,0.017998580242376078,1000,1023,201,False,Max iteration
SENSORS,100,-2041.0312499991383,0.0003268931366040051,416,516,84,False,TR radius too small
COATING,134,57.869999121359854,406.1125283547388,1000,1135,201,False,Max iteration
DMN15333LS,99,147270.60474790452,18.783856943186667,1000,1100,201,False,Max iteration
DIAMON3DLS,99,1643462.303572187,1.8232388020320768e-07,2,101,1,True,First order condition met
LUKSAN22LS,100,24864.92983645336,1864272.1034146962,64,164,13,False,TR radius too small
CHNROSNB,50,2654.131079677873,7738.182077558199,1000,1051,201,False,Max iteration
HYDCAR6LS,29,5.8435134312583275,117.30374252020063,1000,1030,201,False,Max iteration
TOINTQOR,50,1175.4722221463444,4.6217991931772636e-05,355,405,71,False,TR radius too small
STRTCHDV,10,1.0885471580834307e-09,8.58055785030058e-07,456,466,92,True,First order condition met
STRATEC,10,,,1,12,1,False,Objective is NaN
HILBERTB,10,9.33139887634374e-14,1.2335573531033313e-07,38,48,8,True,First order condition met
DMN15332LS,66,20771.053755739893,0.9396129373311471,1000,1067,201,False,Max iteration
LUKSAN15LS,100,27015.846760787113,2525280219689907.5,27,127,6,False,TR radius too small
METHANL8LS,31,6.111217829471346,150.74904550609955,1000,1032,201,False,Max iteration
LUKSAN17LS,100,22.355380156796084,670.7737741172724,1000,1101,201,False,Max iteration
TOINTPSP,50,264.9212537593536,219.8602846764398,1000,1051,201,False,Max iteration
METHANB8LS,31,0.004028200262068793,0.7331513017354045,1000,1032,201,False,Max iteration
WATSON,12,0.01050109887228891,0.4462193852319881,1000,1013,201,False,Max iteration
LUKSAN13LS,98,62645.43086331473,96984.13701568333,58,156,12,False,TR radius too small
DMN37143LS,99,569.1190813029987,1.683480972235097e-07,1,100,1,True,First order condition met
LUKSAN11LS,100,404.23477658907854,57.41646506806704,1000,1101,201,False,Max iteration
HATFLDGLS,25,0.011510645718449293,0.06700019775701799,1000,1026,201,False,Max iteration
DIAMON2DLS,66,1661984.2584325927,2.427419697691841e-07,2,68,1,True,First order condition met
ERRINRSM,50,152873.0724054592,97689941301.28828,28,78,6,False,TR radius too small
LUKSAN16LS,100,,,1,102,1,False,Objective is NaN
ERRINROS,50,110181.77598561517,62627272920.60146,29,79,6,False,TR radius too small
TOINTGOR,50,1373.905588426951,0.011517302218308007,1000,1051,201,False,Max iteration
OSBORNEB,11,0.2898868752831869,0.08096908429754592,1000,1012,201,False,Max iteration
HYDC20LS,99,1341.6625208673881,1.4917433600928258e+131,26,125,6,False,TR radius too small
LUKSAN14LS,98,26466.868465812368,91256.34744614807,60,158,12,False,TR radius too small
MANCINO,100,29.183456227989872,66633.48496965079,1000,1101,201,False,Max iteration
DMN15103LS,99,1643407.7070124198,1.0765313687126072e-07,2,101,1,True,First order condition met
DMN37142LS,66,364.4592205209286,135.70678232606903,1000,1067,201,False,Max iteration
TRIGON1,10,0.08781450530618483,0.04039538881663643,1000,1011,201,False,Max iteration
PARKCH,15,,,1,17,1,False,Objective is NaN
CHNRSNBM,50,3068.807974028377,721.723067177889,1000,1051,201,False,Max iteration
TRIGON2,10,4.765707132614209,0.4280080929068874,1000,1011,201,False,Max iteration
LUKSAN12LS,98,32160.0,132175288.01954374,26,124,6,False,TR radius too small
