problem,dim,f,normg,iteration,fevals,gevals,success,stopping_criteria
SPIN2LS,102,15.801128385580013,63.224071295069635,1000,1103,101,False,Max iteration,SPIN2LS,102,10.931227840645136,26.59048169296802,1000,1103,101,False,Max iteration
QING,100,21580.6454099038,27052.469776592512,1000,1101,101,False,Max iteration,QING,100,3295.2425200314487,16716.140949297172,1000,1101,101,False,Max iteration
LUKSAN21LS,100,96.56525000148183,1.147319474006425,1000,1101,101,False,Max iteration,LUKSAN21LS,100,95.99478290612787,0.8900035511727724,1000,1101,101,False,Max iteration
VANDANMSLS,22,11.79084478616992,0.006700421155889406,1000,1023,101,False,Max iteration,VANDANMSLS,22,9.620230498245729,9.828447977097092e-06,1000,1023,101,False,Max iteration
SENSORS,100,-2055.374999326116,0.009929469026944906,878,978,88,False,TR radius too small,SENSORS,100,-2105.9999999999936,8.51501390165574e-05,521,621,53,False,TR radius too small
COATING,134,70.95622653692001,44.56382062519479,1000,1135,101,False,Max iteration,COATING,134,25.5528903194722,22.646772847083128,1000,1135,101,False,Max iteration
DMN15333LS,99,11958.045317847313,356693.6020386612,1000,1100,101,False,Max iteration,DMN15333LS,99,1512.159215013043,28459.792317504987,1000,1100,101,False,Max iteration
DIAMON3DLS,99,1643462.303572187,1.8232388020320768e-07,2,101,1,True,First order condition met,DIAMON3DLS,99,1643391.1089938912,6.668945571604693e-08,2,101,1,True,First order condition met
LUKSAN22LS,100,24867.972188666376,1678713.477684781,77,177,8,False,TR radius too small,LUKSAN22LS,100,20127.44991376313,19414729.833795786,68,168,7,False,TR radius too small
CHNROSNB,50,4180.757301739283,33397.77677872708,1000,1051,101,False,Max iteration,CHNROSNB,50,4982.23899638636,2679.952012935428,1000,1051,101,False,Max iteration
HYDCAR6LS,29,5.276153811770204,20.278023422245866,1000,1030,101,False,Max iteration,HYDCAR6LS,29,9.049012474015058,12.414472764526035,1000,1030,101,False,Max iteration
TOINTQOR,50,1175.4722221496143,0.00014371716672140471,498,548,50,False,TR radius too small,TOINTQOR,50,1175.4722221462025,1.6374792617654222e-05,400,450,40,False,TR radius too small
STRTCHDV,10,1.3544305042292185e-09,9.158996715151872e-07,551,561,56,True,First order condition met,STRTCHDV,10,7.081596042613103e-10,8.294815646254724e-07,572,582,58,True,First order condition met
