problem,dim,f,normg,iteration,fevals,gevals,success,stopping_criteria
SPIN2LS,102,6.41673782263111,26.71847303723877,1000,1103,201,False,Max iteration,SPIN2LS,102,5.79744089221061,25.129001582552903,1000,1103,201,False,Max iteration
QING,100,89.87937598787396,557.4513441513722,1000,1101,201,False,Max iteration,QING,100,874.5503615301665,454.7663738463357,1000,1101,201,False,Max iteration
LUKSAN21LS,100,96.06454622027952,4.075435767583233,1000,1101,201,False,Max iteration,LUKSAN21LS,100,95.07164692676774,0.7767251351240227,1000,1101,201,False,Max iteration
VANDANMSLS,22,11.709034102834107,0.017998580242376078,1000,1023,201,False,Max iteration,VANDANMSLS,22,9.623575583592098,2.7782114360743476e-05,1000,1023,201,False,Max iteration
SENSORS,100,-2041.0312499991383,0.0003268931366040051,416,516,84,False,TR radius too small,SENSORS,100,-2109.375,5.1902437389119686e-05,457,557,92,False,TR radius too small
COATING,134,57.869999121359854,406.1125283547388,1000,1135,201,False,Max iteration,COATING,134,39.18130832097957,16.10118752108826,1000,1135,201,False,Max iteration
DMN15333LS,99,147270.60474790452,18.783856943186667,1000,1100,201,False,Max iteration,DMN15333LS,99,239125.6747614746,19423.010967792987,88,187,18,False,TR radius too small
DIAMON3DLS,99,1643462.303572187,1.8232388020320768e-07,2,101,1,True,First order condition met,DIAMON3DLS,99,1643391.1089938912,6.668945571604693e-08,2,101,1,True,First order condition met
LUKSAN22LS,100,24864.92983645336,1864272.1034146962,64,164,13,False,TR radius too small,LUKSAN22LS,100,18309.652460002024,623919.2453833978,72,172,15,False,TR radius too small
CHNROSNB,50,2654.131079677873,7738.182077558199,1000,1051,201,False,Max iteration,CHNROSNB,50,2791.2830830222265,45640.45213624967,1000,1051,201,False,Max iteration
HYDCAR6LS,29,5.8435134312583275,117.30374252020063,1000,1030,201,False,Max iteration,HYDCAR6LS,29,8.198105067042572,17.191782749077255,1000,1030,201,False,Max iteration
TOINTQOR,50,1175.4722221463444,4.6217991931772636e-05,355,405,71,False,TR radius too small,TOINTQOR,50,1175.47222214639,3.5854871544039364e-05,339,389,68,False,TR radius too small
STRTCHDV,10,1.0885471580834307e-09,8.58055785030058e-07,456,466,92,True,First order condition met,STRTCHDV,10,9.834738234564997e-10,9.417410694979403e-07,299,309,60,True,First order condition met
STRATEC,10,,,1,12,1,False,Objective is NaN,STRATEC,10,,250240941.97705844,1,12,1,False,Objective is NaN
HILBERTB,10,9.33139887634374e-14,1.2335573531033313e-07,38,48,8,True,First order condition met,HILBERTB,10,1.888253371314909e-12,7.676644922049365e-07,44,54,9,True,First order condition met
DMN15332LS,66,20771.053755739893,0.9396129373311471,1000,1067,201,False,Max iteration,DMN15332LS,66,23119.744407288887,479524.14565864246,1000,1067,201,False,Max iteration
LUKSAN15LS,100,27015.846760787113,2525280219689907.5,27,127,6,False,TR radius too small,LUKSAN15LS,100,27015.846760787113,2.029110052033498e+17,27,127,6,False,TR radius too small
METHANL8LS,31,6.111217829471346,150.74904550609955,1000,1032,201,False,Max iteration,METHANL8LS,31,2.870569478696337,7.118079621796007,1000,1032,201,False,Max iteration
LUKSAN17LS,100,22.355380156796084,670.7737741172724,1000,1101,201,False,Max iteration,LUKSAN17LS,100,375028.4125236362,10803.921981572179,47,147,10,False,TR radius too small
TOINTPSP,50,264.9212537593536,219.8602846764398,1000,1051,201,False,Max iteration,TOINTPSP,50,242.79357014757966,226.0625036527689,1000,1051,201,False,Max iteration
METHANB8LS,31,0.004028200262068793,0.7331513017354045,1000,1032,201,False,Max iteration,METHANB8LS,31,0.0006508173253237862,0.10228212055053225,1000,1032,201,False,Max iteration
WATSON,12,0.01050109887228891,0.4462193852319881,1000,1013,201,False,Max iteration,WATSON,12,1.624145652637392e-07,9.386283722176723e-07,692,704,139,True,First order condition met
LUKSAN13LS,98,62645.43086331473,96984.13701568333,58,156,12,False,TR radius too small,LUKSAN13LS,98,52800.39601688931,181805.73477746616,1000,1099,201,False,Max iteration
